ID_Partido,ID_Temporada,Numero_Fecha,Fase,Fecha,Fecha_Numerica,Local_ID,Visitante_ID,Goles_Local,Goles_Visitante,Tipo_Definicion,ID_Ganador,Estadio,Goleadores,Amonestados,Expulsados,Penales,Nota,Jugadores,DT,ARBITRO
38806,157,1,Fase Regular,4/4/1926,9591,39,12,3,0,0,39,,,,,,,,,
38807,157,1,Fase Regular,4/4/1926,9591,120,117,1,0,0,120,,,,,,,,,
38808,157,1,Fase Regular,26/9/1926,9766,13,4,4,0,0,13,,,,,,,,,
38809,157,1,Fase Regular,21/11/1926,9822,21,121,3,2,0,21,,,,,,,,,
38810,157,1,Fase Regular,28/11/1926,9829,20,16,1,6,0,16,,,,,,,,,
38811,157,2,Fase Regular,25/4/1926,9612,16,24,4,0,0,16,,,,,,,,,
38812,157,2,Fase Regular,25/4/1926,9612,106,5,2,1,0,106,,,,,,,,,
38813,157,2,Fase Regular,25/4/1926,9612,46,129,2,0,0,46,,,,,,,,,
38814,157,2,Fase Regular,25/4/1926,9612,18,30,0,0,0,,,,,,,,,,
38815,157,2,Fase Regular,25/4/1926,9612,50,110,2,3,0,110,,,,,,,,,
38816,157,2,Fase Regular,25/4/1926,9612,116,13,2,3,0,13,,,,,,,,,
38817,157,2,Fase Regular,25/4/1926,9612,4,39,0,1,0,39,,,,,,,,,
38818,157,2,Fase Regular,25/4/1926,9612,12,120,3,1,0,12,,,,,,,,,
38819,157,2,Fase Regular,25/4/1926,9612,117,126,1,1,0,,,,,,,,,,
38820,157,2,Fase Regular,25/4/1926,9612,90,28,0,1,0,28,,,,,,,,,
38821,157,2,Fase Regular,25/4/1926,9612,130,22,3,2,0,130,,,,,,,,,
38822,157,2,Fase Regular,25/4/1926,9612,76,21,0,2,0,21,,,,,,,,,
38823,157,2,Fase Regular,25/4/1926,9612,121,20,0,4,0,20,,,,,,,,,
38824,157,3,Fase Regular,18/4/1926,9605,24,121,3,0,0,24,,,,,,,,,
38825,157,3,Fase Regular,18/4/1926,9605,5,16,0,4,0,16,,,,,,,,,
38826,157,3,Fase Regular,18/4/1926,9605,129,106,1,0,0,129,,,,,,,,,
38827,157,3,Fase Regular,18/4/1926,9605,30,46,3,0,0,30,,,,,,,,,
38828,157,3,Fase Regular,18/4/1926,9605,110,18,1,2,0,18,,,,,,,,,
38829,157,3,Fase Regular,18/4/1926,9605,13,50,2,0,0,13,,,,,,,,,
38830,157,3,Fase Regular,18/4/1926,9605,39,116,1,0,0,39,,,,,,,,,
38831,157,3,Fase Regular,18/4/1926,9605,120,4,0,1,0,4,,,,,,,,,
38832,157,3,Fase Regular,18/4/1926,9605,126,12,1,1,0,,,,,,,,,,
38833,157,3,Fase Regular,18/4/1926,9605,28,117,2,1,0,28,,,,,,,,,
38834,157,3,Fase Regular,18/4/1926,9605,22,90,0,2,0,90,,,,,,,,,
38835,157,3,Fase Regular,18/4/1926,9605,21,130,4,1,0,21,,,,,,,,,
38836,157,3,Fase Regular,18/4/1926,9605,20,76,2,0,0,20,,,,,,,,,
38837,157,4,Fase Regular,9/5/1926,9626,76,24,3,3,0,,,,,,,,,,
38838,157,4,Fase Regular,9/5/1926,9626,121,5,5,3,0,121,,,,,,,,,
38839,157,4,Fase Regular,9/5/1926,9626,16,129,7,0,0,16,,,,,,,,,
38840,157,4,Fase Regular,9/5/1926,9626,106,30,0,1,0,30,,,,,,,,,
38841,157,4,Fase Regular,9/5/1926,9626,46,110,3,0,0,46,,,,,,,,,
38842,157,4,Fase Regular,9/5/1926,9626,18,13,2,2,0,,,,,,,,,,
38843,157,4,Fase Regular,9/5/1926,9626,50,39,2,0,0,50,,,,,,,,,
38844,157,4,Fase Regular,9/5/1926,9626,116,120,0,0,0,,,,,,,,,,
38845,157,4,Fase Regular,9/5/1926,9626,4,126,2,1,0,4,,,,,,,,,
38846,157,4,Fase Regular,9/5/1926,9626,12,28,5,1,0,12,,,,,,,,,
38847,157,4,Fase Regular,9/5/1926,9626,117,22,1,2,0,22,,,,,,,,,
38848,157,4,Fase Regular,9/5/1926,9626,90,21,1,3,0,21,,,,,,,,,
38849,157,4,Fase Regular,9/5/1926,9626,130,20,0,1,0,20,,,,,,,,,
38850,157,5,Fase Regular,2/5/1926,9619,24,130,2,1,0,24,,,,,,,,,
38851,157,5,Fase Regular,2/5/1926,9619,129,121,2,0,0,129,,,,,,,,,
38852,157,5,Fase Regular,2/5/1926,9619,30,16,0,0,0,,,,,,,,,,
38853,157,5,Fase Regular,2/5/1926,9619,110,106,0,2,0,106,,,,,,,,,
38854,157,5,Fase Regular,2/5/1926,9619,13,46,0,0,0,,,,,,,,,,
38855,157,5,Fase Regular,2/5/1926,9619,39,18,3,0,0,39,,,,,,,,,
38856,157,5,Fase Regular,2/5/1926,9619,120,50,3,0,0,120,,,,,,,,,
38857,157,5,Fase Regular,2/5/1926,9619,126,116,3,4,0,116,,,,,,,,,
38858,157,5,Fase Regular,2/5/1926,9619,28,4,1,1,0,,,,,,,,,,
38859,157,5,Fase Regular,2/5/1926,9619,22,12,1,0,0,22,,,,,,,,,
38860,157,5,Fase Regular,2/5/1926,9619,21,117,5,0,0,21,,,,,,,,,
38861,157,5,Fase Regular,2/5/1926,9619,90,20,0,5,0,20,,,,,,,,,
38862,157,5,Fase Regular,2/5/1926,9619,5,76,2,1,0,5,,,,,,,,,
38863,157,6,Fase Regular,23/5/1926,9640,90,24,2,6,0,24,,,,,,,,,
38864,157,6,Fase Regular,23/5/1926,9640,130,5,0,3,0,5,,,,,,,,,
38865,157,6,Fase Regular,23/5/1926,9640,121,30,4,6,0,30,,,,,,,,,
38866,157,6,Fase Regular,23/5/1926,9640,16,110,2,0,0,16,,,,,,,,,
38867,157,6,Fase Regular,23/5/1926,9640,46,39,1,0,0,46,,,,,,,,,
38868,157,6,Fase Regular,23/5/1926,9640,50,126,1,1,0,,,,,,,,,,
38869,157,6,Fase Regular,23/5/1926,9640,116,28,2,2,0,,,,,,,,,,
38870,157,6,Fase Regular,23/5/1926,9640,4,22,0,2,0,22,,,,,,,,,
38871,157,6,Fase Regular,24/10/1926,9794,117,20,0,2,0,20,,,,,,,,,
38872,157,6,Fase Regular,24/10/1926,9794,12,21,5,0,0,12,,,,,,,,,
38873,157,6,Fase Regular,14/11/1926,9815,76,129,3,0,0,76,,,,,,,,,
38874,157,6,Fase Regular,26/12/1926,9857,106,13,1,0,0,106,,,,,,,,,
38875,157,6,Fase Regular,26/12/1926,9857,18,120,,,0,,,,,,,,,,
38876,157,7,Fase Regular,16/5/1926,9633,5,90,0,1,0,90,,,,,,,,,
38877,157,7,Fase Regular,16/5/1926,9633,129,130,6,0,0,129,,,,,,,,,
38878,157,7,Fase Regular,16/5/1926,9633,30,76,1,1,0,,,,,,,,,,
38879,157,7,Fase Regular,16/5/1926,9633,110,121,0,1,0,121,,,,,,,,,
38880,157,7,Fase Regular,16/5/1926,9633,13,16,0,0,0,,,,,,,,,,
38881,157,7,Fase Regular,16/5/1926,9633,39,106,3,0,0,39,,,,,,,,,
38882,157,7,Fase Regular,16/5/1926,9633,120,46,0,1,0,46,,,,,,,,,
38883,157,7,Fase Regular,16/5/1926,9633,126,18,0,0,0,,,,,,,,,,
38884,157,7,Fase Regular,16/5/1926,9633,28,50,1,0,0,28,,,,,,,,,
38885,157,7,Fase Regular,16/5/1926,9633,22,132,1,0,0,22,,,,,,,,,
38886,157,7,Fase Regular,16/5/1926,9633,21,4,2,1,0,21,,,,,,,,,
38887,157,7,Fase Regular,16/5/1926,9633,20,12,1,0,0,20,,,,,,,,,
38888,157,7,Fase Regular,28/11/1926,9829,24,117,5,0,0,24,,,,,,,,,
38889,157,8,Fase Regular,6/6/1926,9654,12,24,1,2,0,24,,,,,,,,,
38890,157,8,Fase Regular,6/6/1926,9654,76,110,0,3,0,110,,,,,,,,,
38891,157,8,Fase Regular,6/6/1926,9654,121,126,2,1,0,121,,,,,,,,,
38892,157,8,Fase Regular,6/6/1926,9654,18,28,2,0,0,18,,,,,,,,,
38893,157,8,Fase Regular,6/6/1926,9654,50,22,0,1,0,22,,,,,,,,,
38894,157,8,Fase Regular,17/10/1926,9787,116,21,1,1,0,,,,,,,,,,
38895,157,8,Fase Regular,31/10/1926,9801,117,5,2,0,0,117,,,,,,,,,
38896,157,8,Fase Regular,14/11/1926,9815,106,120,2,1,0,106,,,,,,,,,
38897,157,8,Fase Regular,21/11/1926,9822,4,20,0,0,0,,,,,,,,,,
38898,157,8,Fase Regular,23/1/1927,9885,130,30,1,2,0,30,,,,,,,,,
38899,157,8,Fase Regular,23/1/1927,9885,90,129,,,0,,,,,,,,,,
38900,157,8,Fase Regular,6/6/1926,9654,16,39,6,1,0,16,,,,,,,,,
38901,157,8,Fase Regular,6/6/1926,9654,46,126,2,1,0,46,,,,,,,,,
38902,157,9,Fase Regular,30/5/1926,9647,24,4,4,0,0,24,,,,,,,,,
38903,157,9,Fase Regular,30/5/1926,9647,5,12,1,1,0,,,,,,,,,,
38904,157,9,Fase Regular,30/5/1926,9647,129,117,3,1,0,129,,,,,,,,,
38905,157,9,Fase Regular,30/5/1926,9647,30,90,2,1,0,30,,,,,,,,,
38906,157,9,Fase Regular,30/5/1926,9647,110,130,3,0,0,110,,,,,,,,,
38907,157,9,Fase Regular,30/5/1926,9647,13,76,4,1,0,13,,,,,,,,,
38908,157,9,Fase Regular,30/5/1926,9647,39,121,0,0,0,,,,,,,,,,
38909,157,9,Fase Regular,30/5/1926,9647,120,16,0,5,0,16,,,,,,,,,
38910,157,9,Fase Regular,30/5/1926,9647,126,106,0,2,0,106,,,,,,,,,
38911,157,9,Fase Regular,30/5/1926,9647,22,18,2,3,0,18,,,,,,,,,
38912,157,9,Fase Regular,30/5/1926,9647,21,50,3,1,0,21,,,,,,,,,
38913,157,9,Fase Regular,30/5/1926,9647,20,116,2,1,0,20,,,,,,,,,
38914,157,9,Fase Regular,21/11/1926,9822,28,46,5,2,0,28,,,,,,,,,
38915,157,10,Fase Regular,20/6/1926,9668,116,24,1,3,0,24,,,,,,,,,
38916,157,10,Fase Regular,20/6/1926,9668,4,5,1,1,0,,,,,,,,,,
38917,157,10,Fase Regular,20/6/1926,9668,129,12,3,3,0,,,,,,,,,,
38918,157,10,Fase Regular,20/6/1926,9668,117,30,2,0,0,117,,,,,,,,,
38919,157,10,Fase Regular,20/6/1926,9668,90,110,1,2,0,110,,,,,,,,,
38920,157,10,Fase Regular,20/6/1926,9668,130,13,0,1,0,13,,,,,,,,,
38921,157,10,Fase Regular,20/6/1926,9668,76,39,0,4,0,39,,,,,,,,,
38922,157,10,Fase Regular,20/6/1926,9668,121,120,0,1,0,120,,,,,,,,,
38923,157,10,Fase Regular,20/6/1926,9668,16,126,1,0,0,16,,,,,,,,,
38924,157,10,Fase Regular,20/6/1926,9668,106,28,0,1,0,28,,,,,,,,,
38925,157,10,Fase Regular,20/6/1926,9668,46,22,0,3,0,22,,,,,,,,,
38926,157,10,Fase Regular,20/6/1926,9668,18,21,1,1,0,,,,,,,,,,
38927,157,10,Fase Regular,20/6/1926,9668,50,20,1,3,0,20,,,,,,,,,
38928,157,11,Fase Regular,13/6/1926,9661,24,50,3,0,0,24,,,,,,,,,
38929,157,11,Fase Regular,13/6/1926,9661,5,116,0,1,0,116,,,,,,,,,
38930,157,11,Fase Regular,13/6/1926,9661,129,4,7,2,0,129,,,,,,,,,
38931,157,11,Fase Regular,13/6/1926,9661,30,12,2,0,0,30,,,,,,,,,
38932,157,11,Fase Regular,13/6/1926,9661,110,117,0,1,0,117,,,,,,,,,
38933,157,11,Fase Regular,13/6/1926,9661,13,90,2,0,0,13,,,,,,,,,
38934,157,11,Fase Regular,13/6/1926,9661,39,130,6,0,0,39,,,,,,,,,
38935,157,11,Fase Regular,13/6/1926,9661,120,76,2,2,0,,,,,,,,,,
38936,157,11,Fase Regular,13/6/1926,9661,126,121,1,2,0,121,,,,,,,,,
38937,157,11,Fase Regular,13/6/1926,9661,28,16,1,2,0,16,,,,,,,,,
38938,157,11,Fase Regular,13/6/1926,9661,22,106,1,1,0,,,,,,,,,,
38939,157,11,Fase Regular,13/6/1926,9661,21,46,1,2,0,46,,,,,,,,,
38940,157,11,Fase Regular,13/6/1926,9661,20,18,2,1,0,20,,,,,,,,,
38941,157,12,Fase Regular,4/7/1926,9682,20,46,2,1,0,20,,,,,,,,,
38942,157,12,Fase Regular,4/7/1926,9682,16,22,1,0,0,16,,,,,,,,,
38943,157,12,Fase Regular,4/7/1926,9682,18,24,0,3,0,24,,,,,,,,,
38944,157,12,Fase Regular,4/7/1926,9682,106,21,1,0,0,106,,,,,,,,,
38945,157,12,Fase Regular,4/7/1926,9682,121,28,3,3,0,,,,,,,,,,
38946,157,12,Fase Regular,4/7/1926,9682,4,30,1,1,0,,,,,,,,,,
38947,157,12,Fase Regular,4/7/1926,9682,50,5,1,1,0,,,,,,,,,,
38948,157,12,Fase Regular,4/7/1926,9682,116,129,4,1,0,116,,,,,,,,,
38949,157,12,Fase Regular,4/7/1926,9682,12,110,1,0,0,12,,,,,,,,,
38950,157,12,Fase Regular,4/7/1926,9682,117,13,3,3,0,,,,,,,,,,
38951,157,12,Fase Regular,4/7/1926,9682,90,39,0,4,0,39,,,,,,,,,
38952,157,12,Fase Regular,4/7/1926,9682,130,120,3,1,0,130,,,,,,,,,
38953,157,12,Fase Regular,4/7/1926,9682,76,126,1,2,0,126,,,,,,,,,
38954,157,13,Fase Regular,27/6/1926,9675,12,16,1,1,0,,,,,,,,,,
38955,157,13,Fase Regular,27/6/1926,9675,20,110,2,1,0,20,,,,,,,,,
38956,157,13,Fase Regular,27/6/1926,9675,21,13,3,2,0,21,,,,,,,,,
38957,157,13,Fase Regular,27/6/1926,9675,22,39,1,0,0,22,,,,,,,,,
38958,157,13,Fase Regular,27/6/1926,9675,116,46,1,1,0,,,,,,,,,,
38959,157,13,Fase Regular,27/6/1926,9675,50,18,1,1,0,,,,,,,,,,
38960,157,13,Fase Regular,27/6/1926,9675,28,120,1,3,0,120,,,,,,,,,
38961,157,13,Fase Regular,27/6/1926,9675,117,121,1,3,0,121,,,,,,,,,
38962,157,13,Fase Regular,27/6/1926,9675,126,130,3,0,0,126,,,,,,,,,
38963,157,13,Fase Regular,27/6/1926,9675,5,129,4,0,0,5,,,,,,,,,
38964,157,13,Fase Regular,27/6/1926,9675,90,76,2,2,0,,,,,,,,,,
38965,157,13,Fase Regular,27/6/1926,9675,4,106,3,0,0,4,,,,,,,,,
38966,157,13,Fase Regular,19/12/1926,9850,24,30,1,1,0,,,,,,,,,,
38967,157,14,Fase Regular,11/7/1926,9689,110,21,2,4,0,21,,,,,,,,,
38968,157,14,Fase Regular,11/7/1926,9689,30,20,1,0,0,30,,,,,,,,,
38969,157,14,Fase Regular,11/7/1926,9689,120,126,1,0,0,120,,,,,,,,,
38970,157,14,Fase Regular,11/7/1926,9689,5,18,3,3,0,,,,,,,,,,
38971,157,14,Fase Regular,11/7/1926,9689,76,117,,,0,,,,,,,,,,
38972,157,14,Fase Regular,31/10/1926,9801,121,12,3,0,0,121,,,,,,,,,
38973,157,14,Fase Regular,31/10/1926,9801,46,50,0,0,0,,,,,,,,,,
38974,157,14,Fase Regular,31/10/1926,9801,39,28,3,2,0,39,,,,,,,,,
38975,157,14,Fase Regular,31/10/1926,9801,16,4,4,0,0,16,,,,,,,,,
38976,157,14,Fase Regular,31/10/1926,9801,129,24,1,3,0,24,,,,,,,,,
38977,157,14,Fase Regular,28/11/1926,9829,106,116,2,1,0,106,,,,,,,,,
38978,157,14,Fase Regular,8/12/1926,9839,130,90,1,0,0,130,,,,,,,,,
38979,157,14,Fase Regular,8/12/1926,9839,13,22,,,0,,,,,,,,,,
38980,157,15,Fase Regular,18/7/1926,9696,116,16,0,3,0,16,,,,,,,,,
38981,157,15,Fase Regular,18/7/1926,9696,20,129,5,0,0,20,,,,,,,,,
38982,157,15,Fase Regular,18/7/1926,9696,21,30,2,1,0,21,,,,,,,,,
38983,157,15,Fase Regular,18/7/1926,9696,24,5,4,2,0,24,,,,,,,,,
38984,157,15,Fase Regular,18/7/1926,9696,22,110,2,0,0,22,,,,,,,,,
38985,157,15,Fase Regular,18/7/1926,9696,28,13,1,1,0,,,,,,,,,,
38986,157,15,Fase Regular,18/7/1926,9696,18,46,1,0,0,18,,,,,,,,,
38987,157,15,Fase Regular,18/7/1926,9696,50,106,2,0,0,50,,,,,,,,,
38988,157,15,Fase Regular,18/7/1926,9696,126,39,2,1,0,126,,,,,,,,,
38989,157,15,Fase Regular,18/7/1926,9696,4,121,0,1,0,121,,,,,,,,,
38990,157,15,Fase Regular,18/7/1926,9696,117,130,0,0,0,,,,,,,,,,
38991,157,15,Fase Regular,18/7/1926,9696,12,76,4,0,0,12,,,,,,,,,
38992,157,15,Fase Regular,18/7/1926,9696,120,90,1,0,0,120,,,,,,,,,
38993,157,16,Fase Regular,25/7/1926,9703,46,24,1,2,0,24,,,,,,,,,
38994,157,16,Fase Regular,25/7/1926,9703,5,20,1,1,0,,,,,,,,,,
38995,157,16,Fase Regular,25/7/1926,9703,129,21,1,2,0,21,,,,,,,,,
38996,157,16,Fase Regular,25/7/1926,9703,30,22,0,2,0,22,,,,,,,,,
38997,157,16,Fase Regular,25/7/1926,9703,110,28,1,0,0,110,,,,,,,,,
38998,157,16,Fase Regular,25/7/1926,9703,13,126,4,1,0,13,,,,,,,,,
38999,157,16,Fase Regular,25/7/1926,9703,76,4,0,0,0,,,,,,,,,,
39000,157,16,Fase Regular,25/7/1926,9703,121,116,4,0,0,121,,,,,,,,,
39001,157,16,Fase Regular,25/7/1926,9703,16,50,3,2,0,16,,,,,,,,,
39002,157,16,Fase Regular,25/7/1926,9703,106,18,1,2,0,18,,,,,,,,,
39003,157,16,Fase Regular,21/11/1926,9822,39,120,0,0,0,,,,,,,,,,
39004,157,16,Fase Regular,12/12/1926,9843,130,12,2,0,0,130,,,,,,,,,
39005,157,16,Fase Regular,19/12/1926,9850,117,90,2,2,0,,,,,,,,,,
39006,157,17,Fase Regular,1/8/1926,9710,46,106,1,2,0,106,,,,,,,,,
39007,157,17,Fase Regular,1/8/1926,9710,18,16,1,2,0,16,,,,,,,,,
39008,157,17,Fase Regular,1/8/1926,9710,50,121,1,5,0,121,,,,,,,,,
39009,157,17,Fase Regular,1/8/1926,9710,116,76,2,2,0,,,,,,,,,,
39010,157,17,Fase Regular,1/8/1926,9710,4,130,1,1,0,,,,,,,,,,
39011,157,17,Fase Regular,1/8/1926,9710,12,90,3,1,0,12,,,,,,,,,
39012,157,17,Fase Regular,1/8/1926,9710,39,117,2,0,0,39,,,,,,,,,
39013,157,17,Fase Regular,1/8/1926,9710,126,110,0,1,0,110,,,,,,,,,
39014,157,17,Fase Regular,1/8/1926,9710,28,30,1,1,0,,,,,,,,,,
39015,157,17,Fase Regular,1/8/1926,9710,22,129,3,0,0,22,,,,,,,,,
39016,157,17,Fase Regular,1/8/1926,9710,21,5,3,0,0,21,,,,,,,,,
39017,157,17,Fase Regular,1/8/1926,9710,20,24,0,0,0,,,,,,,,,,
39018,157,17,Fase Regular,1/8/1926,9710,120,13,0,1,0,13,,,,,,,,,
39019,157,18,Fase Regular,8/8/1926,9717,16,46,3,0,0,16,,,,,,,,,
39020,157,18,Fase Regular,8/8/1926,9717,24,21,2,1,0,24,,,,,,,,,
39021,157,18,Fase Regular,8/8/1926,9717,13,39,1,0,0,13,,,,,,,,,
39022,157,18,Fase Regular,8/8/1926,9717,30,126,1,1,0,,,,,,,,,,
39023,157,18,Fase Regular,8/8/1926,9717,129,28,0,0,0,,,,,,,,,,
39024,157,18,Fase Regular,8/8/1926,9717,20,106,0,0,0,,,,,,,,,,
39025,157,18,Fase Regular,8/8/1926,9717,76,50,1,5,0,50,,,,,,,,,
39026,157,18,Fase Regular,8/8/1926,9717,117,12,3,1,0,117,,,,,,,,,
39027,157,18,Fase Regular,8/8/1926,9717,110,120,1,0,0,110,,,,,,,,,
39028,157,18,Fase Regular,8/8/1926,9717,5,22,2,1,0,5,,,,,,,,,
39029,157,18,Fase Regular,8/8/1926,9717,90,4,2,0,0,90,,,,,,,,,
39030,157,18,Fase Regular,8/8/1926,9717,130,116,1,1,0,,,,,,,,,,
39031,157,18,Fase Regular,8/8/1926,9717,121,18,2,0,0,121,,,,,,,,,
39032,157,19,Fase Regular,22/8/1926,9731,21,20,1,2,0,20,,,,,,,,,
39033,157,19,Fase Regular,22/8/1926,9731,106,16,1,1,0,,,,,,,,,,
39034,157,19,Fase Regular,22/8/1926,9731,22,24,1,2,0,24,,,,,,,,,
39035,157,19,Fase Regular,22/8/1926,9731,12,13,3,1,0,12,,,,,,,,,
39036,157,19,Fase Regular,22/8/1926,9731,46,121,2,0,0,46,,,,,,,,,
39037,157,19,Fase Regular,22/8/1926,9731,120,30,1,1,0,,,,,,,,,,
39038,157,19,Fase Regular,22/8/1926,9731,39,110,5,1,0,39,,,,,,,,,
39039,157,19,Fase Regular,22/8/1926,9731,18,76,5,1,0,18,,,,,,,,,
39040,157,19,Fase Regular,22/8/1926,9731,28,5,0,1,0,5,,,,,,,,,
39041,157,19,Fase Regular,22/8/1926,9731,116,90,2,2,0,,,,,,,,,,
39042,157,19,Fase Regular,22/8/1926,9731,50,130,2,1,0,50,,,,,,,,,
39043,157,19,Fase Regular,24/10/1926,9794,126,129,1,3,0,129,,,,,,,,,
39044,157,19,Fase Regular,14/11/1926,9815,4,117,0,0,0,,,,,,,,,,
39045,157,20,Fase Regular,12/9/1926,9752,21,16,1,3,0,16,,,,,,,,,
39046,157,20,Fase Regular,12/9/1926,9752,24,28,4,0,0,24,,,,,,,,,
39047,157,20,Fase Regular,12/9/1926,9752,130,18,1,3,0,18,,,,,,,,,
39048,157,20,Fase Regular,12/9/1926,9752,5,126,0,1,0,126,,,,,,,,,
39049,157,20,Fase Regular,12/9/1926,9752,129,120,1,0,0,129,,,,,,,,,
39050,157,20,Fase Regular,12/9/1926,9752,30,39,1,1,0,,,,,,,,,,
39051,157,20,Fase Regular,12/9/1926,9752,20,22,1,1,0,,,,,,,,,,
39052,157,20,Fase Regular,12/9/1926,9752,12,4,1,1,0,,,,,,,,,,
39053,157,20,Fase Regular,12/9/1926,9752,117,116,0,0,0,,,,,,,,,,
39054,157,20,Fase Regular,28/11/1926,9829,90,50,0,0,0,,,,,,,,,,
39055,157,20,Fase Regular,8/12/1926,9839,110,13,1,1,0,,,,,,,,,,
39056,157,20,Fase Regular,19/12/1926,9850,76,46,0,1,0,46,,,,,,,,,
39057,157,20,Fase Regular,12/9/1926,9752,121,106,4,1,0,121,,,,,,,,,
39058,157,21,Fase Regular,5/9/1926,9745,16,121,3,2,0,16,,,,,,,,,
39059,157,21,Fase Regular,5/9/1926,9745,126,24,0,4,0,24,,,,,,,,,
39060,157,21,Fase Regular,5/9/1926,9745,22,21,0,1,0,21,,,,,,,,,
39061,157,21,Fase Regular,5/9/1926,9745,28,20,1,1,0,,,,,,,,,,
39062,157,21,Fase Regular,5/9/1926,9745,39,129,2,1,0,39,,,,,,,,,
39063,157,21,Fase Regular,5/9/1926,9745,46,130,3,0,0,46,,,,,,,,,
39064,157,21,Fase Regular,5/9/1926,9745,120,5,1,0,0,120,,,,,,,,,
39065,157,21,Fase Regular,5/9/1926,9745,50,116,2,0,0,50,,,,,,,,,
39066,157,21,Fase Regular,5/9/1926,9745,106,76,2,0,0,106,,,,,,,,,
39067,157,21,Fase Regular,5/9/1926,9745,110,4,0,0,0,,,,,,,,,,
39068,157,21,Fase Regular,5/9/1926,9745,116,12,,,0,,,,,,,,,,
39069,157,21,Fase Regular,31/10/1926,9801,18,90,3,1,0,18,,,,,,,,,
39070,157,21,Fase Regular,12/12/1926,9843,13,30,0,2,0,30,,,,,,,,,
39071,157,22,Fase Regular,26/9/1926,9766,22,121,0,1,0,121,,,,,,,,,
39072,157,22,Fase Regular,26/9/1926,9766,24,120,6,0,0,24,,,,,,,,,
39073,157,22,Fase Regular,26/9/1926,9766,20,126,2,0,0,20,,,,,,,,,
39074,157,22,Fase Regular,26/9/1926,9766,5,39,2,1,0,5,,,,,,,,,
39075,157,22,Fase Regular,26/9/1926,9766,130,106,3,0,0,130,,,,,,,,,
39076,157,22,Fase Regular,26/9/1926,9766,90,46,0,0,0,,,,,,,,,,
39077,157,22,Fase Regular,26/9/1926,9766,117,18,0,2,0,18,,,,,,,,,
39078,157,22,Fase Regular,26/9/1926,9766,12,50,2,1,0,12,,,,,,,,,
39079,157,22,Fase Regular,31/10/1926,9801,30,110,4,2,0,30,,,,,,,,,
39080,157,22,Fase Regular,12/12/1926,9843,76,16,0,2,0,16,,,,,,,,,
39081,157,22,Fase Regular,19/12/1926,9850,21,28,4,2,0,21,,,,,,,,,
39082,157,22,Fase Regular,26/12/1926,9857,13,129,,,0,,,,,,,,,,
39083,157,22,Fase Regular,26/12/1926,9857,4,116,,,0,,,,,,,,,,
39084,157,23,Fase Regular,26/9/1926,9766,30,116,3,1,0,30,,,,,,,,,
39085,157,23,Fase Regular,17/10/1926,9787,110,129,1,0,0,110,,,,,,,,,
39086,157,23,Fase Regular,17/10/1926,9787,13,5,2,1,0,13,,,,,,,,,
39087,157,23,Fase Regular,17/10/1926,9787,39,24,0,1,0,24,,,,,,,,,
39088,157,23,Fase Regular,17/10/1926,9787,120,20,0,2,0,20,,,,,,,,,
39089,157,23,Fase Regular,17/10/1926,9787,28,22,2,2,0,,,,,,,,,,
39090,157,23,Fase Regular,17/10/1926,9787,121,76,3,1,0,121,,,,,,,,,
39091,157,23,Fase Regular,17/10/1926,9787,106,90,1,2,0,90,,,,,,,,,
39092,157,23,Fase Regular,17/10/1926,9787,46,117,0,1,0,117,,,,,,,,,
39093,157,23,Fase Regular,17/10/1926,9787,18,12,4,2,0,18,,,,,,,,,
39094,157,23,Fase Regular,5/12/1926,9836,16,130,4,0,0,16,,,,,,,,,
39095,157,23,Fase Regular,12/12/1926,9843,126,21,1,4,0,21,,,,,,,,,
39096,157,23,Fase Regular,12/12/1926,9843,50,4,4,2,0,50,,,,,,,,,
39097,157,24,Fase Regular,24/10/1926,9794,28,76,3,1,0,28,,,,,,,,,
39098,157,24,Fase Regular,24/10/1926,9794,5,110,1,2,0,110,,,,,,,,,
39099,157,24,Fase Regular,24/10/1926,9794,24,13,3,1,0,24,,,,,,,,,
39100,157,24,Fase Regular,24/10/1926,9794,4,18,0,0,0,,,,,,,,,,
39101,157,24,Fase Regular,24/10/1926,9794,130,121,1,3,0,121,,,,,,,,,
39102,157,24,Fase Regular,24/10/1926,9794,90,16,0,2,0,16,,,,,,,,,
39103,157,24,Fase Regular,24/10/1926,9794,20,39,,,0,,,,,,,,,,
39104,157,24,Fase Regular,21/11/1926,9822,129,30,2,0,0,129,,,,,,,,,
39105,157,24,Fase Regular,8/12/1926,9839,21,120,3,2,0,21,,,,,,,,,
39106,157,24,Fase Regular,8/12/1926,9839,12,46,0,1,0,46,,,,,,,,,
39107,157,24,Fase Regular,8/12/1926,9839,22,126,,,0,,,,,,,,,,
39108,157,24,Fase Regular,8/12/1926,9839,117,106,1,1,0,,,,,,,,,,
39109,157,24,Fase Regular,8/12/1926,9839,116,50,1,0,0,116,,,,,,,,,
39110,157,25,Fase Regular,31/10/1926,9801,13,20,4,1,0,13,,,,,,,,,
39111,157,25,Fase Regular,31/10/1926,9801,120,22,3,2,0,120,,,,,,,,,
39112,157,25,Fase Regular,31/10/1926,9801,76,130,2,2,0,,,,,,,,,,
39113,157,25,Fase Regular,31/10/1926,9801,126,28,,,0,,,,,,,,,,
39114,157,25,Fase Regular,31/10/1926,9801,46,4,,,0,,,,,,,,,,
39115,157,25,Fase Regular,31/10/1926,9801,129,50,,,0,,,,,,,,,,
